編號,地址,避難所在之地下樓層數,轄區分局,經度,緯度,村里別,可容納人數
291.0,臺中市北區健行里德化街607號,1,第二分局,120.666844,24.161453,健行里,293.0
292.0,臺中市北區淡溝里博館二街45巷1號,1,第二分局,120.667272,24.154333,淡溝里,763.0
293.0,臺中市北區明德里太原五街13號,1,第二分局,120.669908,24.165859,明德里,150.0
294.0,臺中市北區淡溝里西屯路一段250巷1號,1,第二分局,120.668873,24.155912,淡溝里,204.0
295.0,臺中市北區淡溝里博館路45巷1號,1,第二分局,120.667435,24.155484,淡溝里,712.0
296.0,臺中市北區中正里民權路222號,1,第二分局,120.672343,24.1448,中正里,286.0
297.0,臺中市北區淡溝里民權路472之9號,1、2,第二分局," 120.67065",24.158790,淡溝里,3559.0
298.0,臺中市北區六合里福龍街102號,1,第二分局," 120.67518",24.148167,六合里,83.0
299.0,臺中市北區六合里成功路440號,1,第二分局,120.676376,24.146667,六合里,100.0
300.0,臺中市北區六合里成功路438號,1,第二分局,120.676406,24.146642,六合里,116.0
301.0,臺中市北區六合里成功路436號,1,第二分局,120.676435,24.146615,六合里,100.0
302.0,臺中市北區六合里成功路434號,1,第二分局,120.676466,24.146588,六合里,100.0
303.0,臺中市北區六合里成功路432號,1,第二分局,120.676494,24.146561,六合里,100.0
304.0,臺中市北區大湖里太平路100號,2,第二分局,120.680172,24.149854,大湖里,948.0
305.0,臺中市北區大湖里中華路二段133號,1,第二分局,120.680466,24.149052,大湖里,96.0
306.0,臺中市北區中正里原子街59號,2,第二分局,120.673962,24.14627,中正里,208.0
307.0,臺中市北區中正里原子街69號,2,第二分局,120.67419,24.146419,中正里,489.0
308.0,臺中市北區六合里臺灣大道一段601號,1,第二分局," 120.67585",24.145710,六合里,323.0
309.0,臺中市北區中正里臺灣大道一段677號,1,第二分局,120.674595,24.146753,中正里,83.0
310.0,臺中市北區中正里臺灣大道一段671號,1,第二分局,120.674707,24.146715,中正里,150.0
311.0,臺中市北區中正里民族路256號,1,第二分局," 120.67442",24.144618,中正里,88.0
312.0,臺中市北區中正里民族路246號,1,第二分局,120.674446,24.144169,中正里,147.0
313.0,臺中市北區中正里民族路248號,1,第二分局,120.674418,24.144207,中正里,147.0
314.0,臺中市北區中正里中山路373號,1,第二分局,120.674797,24.14496,中正里,103.0
315.0,臺中市北區中正里中山路407號,1,第二分局,120.674295,24.145375,中正里,145.0
316.0,臺中市北區中正里中山路391號,1,第二分局,120.674578,24.145102,中正里,228.0
317.0,臺中市北區中正里中山路371號,1,第二分局,120.674814,24.144943,中正里,472.0
318.0,臺中市北區中正里民族路250號*,1,第二分局,120.674392,24.144235,中正里,147.0
319.0,臺中市北區中達里英才路170巷12號,1,第二分局,120.67473,24.156234,中達里,133.0
320.0,臺中市北區中達里英才路170巷14號,1,第二分局,120.674656,24.156248,中達里,100.0
321.0,臺中市北區中達里英才路260號,1,第二分局,120.672177,24.15594,中達里,303.0
322.0,臺中市北區中達里華中街15號,1,第二分局," 120.67196",24.156559,中達里,123.0
323.0,臺中市北區中達里華中街26號,1,第二分局," 120.67216",24.157220,中達里,116.0
324.0,臺中市北區中達里華中街9號,1,第二分局," 120.67182",24.156564,中達里,166.0
325.0,臺中市北區光大里五權路279號,1,第二分局,120.67775,24.151685,光大里,116.0
326.0,臺中市北區光大里五順街249號,1,第二分局,120.678803,24.152505,光大里,158.0
327.0,臺中市北區光大里五順街257號,1,第二分局,120.678624,24.152463,光大里,260.0
328.0,臺中市北區光大里五順街269號,1,第二分局,120.678365,24.152342,光大里,520.0
329.0,臺中市北區光大里五權路300號,1,第二分局,120.67876,24.151605,光大里,83.0
330.0,臺中市北區光大里太平路168號,1,第二分局,120.678113,24.151872,光大里,168.0
331.0,臺中市北區光大里原子街127巷2弄18號,1,第二分局,120.676469,24.149268,光大里,286.0
332.0,臺中市北區光大里五權路182號,1,第二分局,120.6757556,24.14966,光大里,729.0
333.0,臺中市北區六合里原子街125號,2,第二分局,120.675656,24.148164,六合里,469.0
334.0,臺中市北區光大里原子街141號,1,第二分局," 120.67671",24.149412,光大里,83.0
335.0,臺中市北區中達里篤行路333巷1號,1,第二分局,120.672773,24.156517,中達里,300.0
336.0,臺中市北區中達里英才路236號,1,第二分局,120.673081,24.155929,中達里,422.0
337.0,臺中市北區中達里華中街27號,1,第二分局," 120.67203",24.157104,中達里,341.0
338.0,臺中市北區光大里原子街158號,1,第二分局,120.677128,24.148965,光大里,375.0
339.0,臺中市北區光大里原子街127巷21-2號,1,第二分局,120.676305,24.149324,光大里,302.0
340.0,臺中市北區光大里公園路182號,1,第二分局,120.677717,24.150804,光大里,496.0
341.0,臺中市北區光大里公園路211號,1,第二分局,120.677477,24.150169,光大里,166.0
342.0,臺中市北區光大里原子街143號,1,第二分局,120.676867,24.149066,光大里,83.0
343.0,臺中市北區光大里公園路186號,1,第二分局,120.677635,24.151022,光大里,291.0
344.0,臺中市北區大湖里太平路167號,1,第二分局,120.679788,24.149432,大湖里,660.0
345.0,臺中市北區大湖里中華路二段131號,1,第二分局,120.680451,24.149014,大湖里,190.0
346.0,臺中市北區六合里臺灣大道一段640號,1,第二分局," 120.67557",24.146390,六合里,180.0
347.0,臺中市北區五常里五順街158號,1,第二分局,120.680846,24.153696,五常里,250.0
348.0,臺中市北區五常里五義街160號,1,第二分局,120.680964,24.154318,五常里,317.0
349.0,臺中市北區五常里五義街169號,1,第二分局,120.680333,24.153715,五常里,324.0
350.0,臺中市北區五常里五順街235號,1,第二分局,120.681392,24.153476,五常里,166.0
351.0,臺中市北區五常里五常街59巷2號,1,第二分局,120.680539,24.154243,五常里,100.0
352.0,臺中市北區文莊里日進街31號,1,第二分局,120.674511,24.151444,文莊里,83.0
353.0,臺中市北區淡溝里西屯路一段250巷11號,1,第二分局," 120.66908",24.156114,淡溝里,290.0
354.0,臺中市北區淡溝里博館路10號,3,第二分局,120.669284,24.15855,淡溝里,800.0
355.0,臺中市北區錦平里中華路二段120號,1,第二分局,120.682311,24.152107,錦平里,219.0
356.0,臺中市北區淡溝里博館二街62號,3,第二分局,120.667101,24.15407,淡溝里,513.0
357.0,臺中市北區淡溝里育德路170號,1,第二分局,120.671459,24.157606,淡溝里,276.0
358.0,臺中市北區淡溝里大仁街70號,1,第二分局,120.669425,24.153949,淡溝里,525.0
359.0,臺中市北區五常里五權路499號,1,第二分局,120.68467,24.154257,五常里,1819.0
360.0,臺中市北區邱厝里英才路98號,1,第二分局," 120.67812",24.156138,邱厝里,1544.0
361.0,臺中市北區光大里英士路29號,1,第二分局,120.677053,24.149417,光大里,702.0
362.0,臺中市北區光大里英士路28號,1,第二分局,120.677036,24.149605,光大里,1268.0
363.0,臺中市北區六合里五權路166號,1,第二分局,120.674903,24.148695,六合里,1182.0
364.0,臺中市北區淡溝里英才路386之1號,1,第二分局,120.668132,24.154820,淡溝里,1608.0
365.0,臺中市北區淡溝里英才路380之1號,1,第二分局," 120.66883",24.155505,淡溝里,1536.0
366.0,臺中市北區淡溝里英才路390號之5,1,第二分局,120.667821,24.154379,淡溝里,694.0
367.0,臺中市北區大湖里柳川西路四段37號,1,第二分局,120.6773291,24.151276,大湖里,100.0
368.0,臺中市北區六合里成功路450號,1,第二分局," 120.67614",24.146917,六合里,161.0
369.0,臺中市北區五常里學士路98號,2,第二分局," 120.68222",24.155017,五常里,3641.0
370.0,臺中市北區淡溝里民權路411號,3,第二分局,120.6704612,24.15854179,淡溝里,3914.0
371.0,臺中市北區淡溝里英才路377號,1,第二分局,120.668203,24.154520,淡溝里,1545.0
372.0,臺中市北區淡溝里臺灣大道二段362號,1,第二分局,120.671248,24.159064,淡溝里,966.0
373.0,臺中市北區光大里五權路216號,1,第二分局,120.676738,24.15070962,光大里,995.0
374.0,臺中市北區淡溝里育德路187之1號,1,第二分局,120.6718969,24.15739263,淡溝里,800.0
375.0,臺中市北區中達里日盛街59號,1,第二分局,120.6716514,24.15311301,中達里,369.0
376.0,臺中市北區淡溝里西屯路一段226號之3,1,第二分局," 120.67078",24.153831,淡溝里,520.0
377.0,臺中市北區中達里英才路258號,1,第二分局,120.6724326,24.15574779,中達里,459.0
378.0,臺中市北區文莊里五權路255號,1,第二分局,120.675923,24.15051615,文莊里,9184.0
379.0,臺中市北區淡溝里健行路803號,1,第二分局,120.6713741,24.1591918,淡溝里,351.0
380.0,臺中市北區淡溝里育德路178號,1,第二分局,120.6712482,24.15784084,淡溝里,594.0
381.0,臺中市北區中達里英才路280號,1,第二分局,120.671498,24.156197,中達里,96.0
382.0,臺中市北區建德里國強街61號,1,第二分局,120.697247,24.157437,建德里,166.0
383.0,臺中市北區建德里國強街24巷1號,1,第二分局,120.6954162,24.1563853,建德里,346.0
384.0,臺中市北區建德里梅豐街23號,1,第二分局," 120.69767",24.156771,建德里,86.0
385.0,臺中市北區建德里國強街22號,1,第二分局,120.697585,24.156637,建德里,93.0
386.0,臺中市北區建德里國瑞街2號,1,第二分局,120.698393,24.157537,建德里,200.0
387.0,臺中市北區錦洲里瑞祥街28號,1,第二分局,120.695301,24.156953,錦洲里,930.0
388.0,臺中市北區錦平里三民路三段129號,1,第二分局,120.6814945,24.1496435,錦平里,520.0
389.0,臺中市北區錦平里三民路三段141號,1,第二分局,120.684597,24.151432,錦平里,100.0
390.0,臺中市北區錦平里三民路三段157號,4,第二分局,120.684903,24.151984,錦平里,1096.0
391.0,臺中市北區錦平里三民路三段187號,4,第二分局,120.685456,24.152935,錦平里,2266.0
392.0,臺中市北區錦平里三民路三段203號,2,第二分局,120.68534,24.1533,錦平里,183.0
393.0,臺中市北區錦平里三民路三段117號,1,第二分局," 120.68328",24.148289,錦平里,83.0
394.0,臺中市北區錦祥里德化街42號,1,第二分局,120.692758,24.161282,錦祥里,100.0
395.0,臺中市北區錦祥里德化街40號,1,第二分局,120.692789,24.161263,錦祥里,100.0
396.0,臺中市北區錦祥里北屯路24巷1號,1,第二分局,120.6925949,24.16133844,錦祥里,62.0
397.0,臺中市北區錦祥里北屯路24巷11號,1,第二分局,120.692544,24.161477,錦祥里,100.0
398.0,臺中市北區錦祥里北屯路24巷27弄3號,1,第二分局," 120.69326",24.161500,錦祥里,150.0
399.0,臺中市北區建成里天祥街276巷16號,1,第二分局,120.703314,24.158204,建成里,258.0
400.0,臺中市北區錦村里自強一街32號,1,第二分局,120.695988,24.153419,錦村里,100.0
401.0,臺中市北區錦村里自強一街7號,1,第二分局,120.696791,24.152946,錦村里,83.0
402.0,臺中市北區錦村里自強一街10號,1,第二分局,120.696746,24.153168,錦村里,83.0
403.0,臺中市北區錦村里自強一街9號,1,第二分局,120.696737,24.152963,錦村里,83.0
404.0,臺中市北區樂英里力行路262號之1,1,第二分局," 120.69004",24.152885,樂英里,135.0
405.0,臺中市北區錦祥里北屯路10號,1,第二分局," 120.69186",24.160028,錦祥里,916.0
406.0,臺中市北區金華里自強街45巷82號,1,第二分局,120.695044,24.154741,金華里,83.0
407.0,臺中市北區金華里自強街45巷80號,1,第二分局,120.695063,24.154807,金華里,100.0
408.0,臺中市北區新興里太平路17號,1,第二分局," 120.68573",24.147591,新興里,274.0
409.0,臺中市北區新興里太平路47號,1,第二分局,120.684796,24.147639,新興里,100.0
410.0,臺中市北區新興里太平路19巷3弄1號之3,1,第二分局," 120.68527",24.147180,新興里,90.0
411.0,臺中市北區錦村里進化路351巷6號,1,第二分局,120.693961,24.154144,錦村里,133.0
412.0,臺中市北區金華里進化路363巷11號,1,第二分局,120.693862,24.154115,金華里,133.0
413.0,臺中市北區金華里自強街45巷76號之1,1,第二分局," 120.69525",24.155123,金華里,116.0
414.0,臺中市北區錦村里進化路330號,2,第二分局,120.69461,24.153572,錦村里,117.0
415.0,臺中市北區錦村里自強一街39號,1,第二分局,120.695753,24.153305,錦村里,158.0
416.0,臺中市北區新北里雙十路二段45巷10號,2,第二分局,120.688134,24.153489,新北里,781.0
417.0,臺中市北區樂英里雙十路一段16號,1,第二分局,120.687420,24.149245,樂英里,492.0
418.0,臺中市北區樂英里雙十路一段14號,1,第二分局,120.686705,24.145283,樂英里,300.0
419.0,臺中市北區建德里興進路72號,1,第二分局,120.697091,24.155766,建德里,277.0
420.0,臺中市北區建德里興進路134號,1,第二分局,120.695339,24.155819,建德里,294.0
421.0,臺中市北區樂英里錦中街41號,1,第二分局," 120.68832",24.155039,樂英里,10440.0
422.0,臺中市北區建德里國豐街36-1號,1,第二分局,120.696040,24.157097,建德里,255.0
423.0,臺中市北區建成里梅豐街47號,1,第二分局,120.69683,24.156835,建成里,200.0
424.0,臺中市北區建德里國強街62號,1,第二分局,120.697472,24.157658,建德里,133.0
425.0,臺中市北區建德里國瑞街93號,1,第二分局,120.696104,24.157471,建德里,100.0
426.0,臺中市北區建成里東成二街７３號,1,第二分局," 120.70191",24.159888,建成里,350.0
427.0,臺中市北區新興里三民路三段69號,1,第二分局,120.682526,24.146536,新興里,432.0
428.0,臺中市北區新興里三民路三段77號,1,第二分局,120.682627,24.146754,新興里,432.0
429.0,臺中市北區新北里尊賢街11號,1,第二分局,120.685787,24.149328,新北里,416.0
430.0,臺中市北區錦祥里雙十路二段48巷33號,1,第二分局,120.6939017,24.15633584,錦祥里,156.0
431.0,臺中市北區建成里東光二街13-3號,1,第二分局," 120.69975",24.152986,建成里,233.0
432.0,臺中市北區金華里進化路351巷16號,1,第二分局,120.693636,24.154032,金華里,208.0
433.0,臺中市北區金華里興進路177號,3,第二分局,120.69379,24.154765,金華里,312.0
434.0,臺中市北區金華里興進路191號,2,第二分局,120.69314,24.154916,金華里,244.0
435.0,臺中市北區錦祥里雙十路二段92號,2,第二分局,120.691420,24.159087,錦祥里,304.0
436.0,臺中市北區錦洲里國泰街84巷6號,1,第二分局," 120.69635",24.160887,錦洲里,221.0
437.0,臺中市北區錦洲里國泰街42號,1,第二分局,120.697252,24.159977,錦洲里,277.0
438.0,臺中市北區錦祥里北屯路14號,2,第二分局," 120.69214",24.160492,錦祥里,2604.0
439.0,臺中市北區新興里精武路291之3號,1,第二分局," 120.68554",24.146089,新興里,503.0
440.0,臺中市北區新興里三民路三段48號,1,第二分局,120.682911,24.146346,新興里,180.0
441.0,臺中市北區錦平里五權路334號,1,第二分局,120.680351,24.152204,錦平里,285.0
442.0,臺中市北區錦平里五權路354號,1,第二分局,120.680538,24.152215,錦平里,416.0
443.0,臺中市北區錦平里文祥街33號,1,第二分局," 120.68034",24.150469,錦平里,88.0
444.0,臺中市北區錦平里太平路74號,1,第二分局," 120.68161",24.149642,錦平里,392.0
445.0,臺中市北區錦平里中華路二段171號,1,第二分局,120.681213,24.150278,錦平里,478.0
446.0,臺中市北區錦平里五權路322號,1,第二分局,120.680015,24.1521,錦平里,367.0
447.0,臺中市北區錦平里中華路二段112巷2號,1,第二分局," 120.68289",24.151833,錦平里,167.0
448.0,臺中市北區錦平里五常街6-8號,1,第二分局,120.681586,24.152431,錦平里,225.0
449.0,臺中市北區錦平里太平路74號,1,第二分局," 120.68174",24.149642,錦平里,862.0
450.0,臺中市北區錦平里五權路336號,1,第二分局,120.6783027,24.1522477,錦平里,520.0
451.0,臺中市北區錦祥里進化路627號,1,第二分局,120.694212,24.160856,錦祥里,255.0
452.0,臺中市北區錦祥里進化路667號,1,第二分局,120.693694,24.161609,錦祥里,276.0
453.0,臺中市北區建成里東成三街360號,1,第二分局,120.701733,24.157482,建成里,125.0
454.0,臺中市北區建成里東成三街206號,1,第二分局,120.701235,24.155742,建成里,208.0
455.0,臺中市北區建成里東光路366巷121號,1,第二分局," 120.69932",24.158044,建成里,619.0
456.0,臺中市北區建成里東光路366巷51號,1,第二分局," 120.70174",24.156260,建成里,2344.0
457.0,臺中市北區建成里東成三街296號,1,第二分局,120.702278,24.156483,建成里,500.0
458.0,臺中市北區建成里東成路47巷6號,1,第二分局,120.700841,24.157468,建成里,416.0
459.0,臺中市北區建德里興進路76巷2號,1,第二分局," 120.69708",24.156125,建德里,277.0
460.0,臺中市北區錦平里三民路三段125號,2,第二分局,120.68328,24.14872,錦平里,986.0
461.0,臺中市北區金華里雙十路二段73號,1,第二分局,120.689545,24.155031,金華里,125.0
462.0,臺中市北區金華里三民路三段258號,1,第二分局,120.687687,24.155681,金華里,166.0
463.0,臺中市北區錦洲里富強街102號,1,第二分局,120.69548,24.158467,錦洲里,188.0
464.0,臺中市北區錦洲里瑞祥街90巷2號,1,第二分局," 120.69543",24.158873,錦洲里,110.0
465.0,臺中市北區錦洲里國泰街81號,1,第二分局,120.695812,24.160060,錦洲里,83.0
466.0,臺中市北區金華里三民路三段266號,1,第二分局,120.687907,24.155856,金華里,166.0
467.0,臺中市北區錦祥里育強街86號,1,第二分局,120.692899,24.159648,錦祥里,183.0
468.0,臺中市北區錦洲里國泰街84巷6號,1,第二分局," 120.69631",24.160760,錦洲里,221.0
469.0,臺中市北區建成里東光三街26巷1號之17,1,第二分局,120.699169,24.153691,建成里,312.0
470.0,臺中市北區建成里東光東街31號,1,第二分局,120.699586,24.153924,建成里,520.0
471.0,臺中市北區建成里東光一街7-1號,1,第二分局," 120.69925",24.152699,建成里,260.0
472.0,臺中市北區建成里東光東街81號,1,第二分局,120.699026,24.153877,建成里,1197.0
473.0,臺中市北區金華里雙十路二段139號,1,第二分局,120.690371,24.157589,金華里,233.0
474.0,臺中市北區金華里進德北路138號,1,第二分局,120.692989,24.153977,金華里,166.0
475.0,臺中市北區錦村里進化路351巷11號,1,第二分局,120.693699,24.153832,錦村里,83.0
476.0,臺中市北區錦祥里北屯路4號,1,第二分局,120.6901926,24.1617977,錦祥里,555.0
477.0,臺中市北區建成里東光路266號,1,第二分局,120.698721,24.152201,建成里,125.0
478.0,臺中市北區錦祥里雙十路二段48巷29號,2,第二分局,120.69306,24.156137,錦祥里,151.0
479.0,臺中市北區錦村里自強一街14號,1,第二分局,120.6943738,24.1532264,錦村里,116.0
480.0,臺中市北區錦村里自強一街20號,1,第二分局,120.696368,24.153265,錦村里,100.0
481.0,臺中市北區錦村里自強一街18號,1,第二分局,120.696428,24.153245,錦村里,100.0
482.0,臺中市北區錦村里自強街36巷11號,1,第二分局,120.697604,24.153327,錦村里,91.0
483.0,臺中市北區錦村里自強街26巷19-1號,1,第二分局," 120.69764",24.152015,錦村里,100.0
484.0,臺中市北區錦村里自強一街26號,1,第二分局,120.696217,24.153341,錦村里,83.0
485.0,臺中市北區錦祥里北屯路12巷24號,1,第二分局,120.692148,24.160112,錦祥里,325.0
486.0,臺中市北區錦祥里北屯路12巷26弄3號,1,第二分局,120.6898062,24.1600589,錦祥里,397.0
487.0,臺中市北區錦祥里進化路573號之9,2,第二分局," 120.69421",24.159715,錦祥里,3416.0
488.0,臺中市北區錦祥里北屯路22號,1,第二分局,120.692356,24.160941,錦祥里,986.0
489.0,臺中市北區錦祥里北屯路12巷26弄12號,1,第二分局,120.691898,24.160239,錦祥里,1003.0
490.0,臺中市北區錦祥里雙十路二段50號,1,第二分局,120.690681,24.156948,錦祥里,225.0
491.0,臺中市北區錦祥里雙十路二段48巷1弄4號,1,第二分局," 120.69321",24.156619,錦祥里,83.0
492.0,臺中市北區錦祥里雙十路二段48巷3弄9號,1,第二分局,120.69306,24.156137,錦祥里,166.0
493.0,臺中市北區錦祥里雙十路二段48巷3弄19號,1,第二分局," 120.69374",24.156324,錦祥里,83.0
494.0,臺中市北區錦祥里雙十路二段48巷3弄50號,1,第二分局,120.69306,24.156137,錦祥里,705.0
495.0,臺中市北區錦祥里雙十路二段48巷3弄54號,1,第二分局,120.69306,24.156137,錦祥里,116.0
496.0,臺中市北區錦祥里雙十路二段48巷3弄56號,1,第二分局,120.69306,24.156137,錦祥里,108.0
497.0,臺中市北區錦祥里雙十路二段48巷3弄58號,1,第二分局," 120.69228",24.157293,錦祥里,72.0
498.0,臺中市北區錦祥里雙十路二段48巷3弄62號,1,第二分局,120.692272,24.157395,錦祥里,52.0
499.0,臺中市北區錦祥里雙十路二段48巷3弄68號,1,第二分局," 120.69200",24.157403,錦祥里,62.0
500.0,臺中市北區錦祥里雙十路二段48巷3弄70號,1,第二分局,120.691994,24.157504,錦祥里,62.0
501.0,臺中市北區錦祥里雙十路二段48巷17號,1,第二分局,120.69306,24.156137,錦祥里,239.0
502.0,臺中市北區錦祥里育興街１巷８號,1,第二分局," 120.69252",24.156260,錦祥里,244.0
503.0,臺中市北區新興里太平路57號,1,第二分局,120.684608,24.147704,新興里,83.0
504.0,臺中市北區新興里太平路53號,1,第二分局,120.684697,24.14768,新興里,83.0
505.0,臺中市北區錦洲里國瑞街95號,1,第二分局,120.695845,24.157489,錦洲里,108.0
506.0,臺中市北區錦洲里國瑞街111號,1,第二分局,120.69529,24.157489,錦洲里,108.0
507.0,臺中市北區錦洲里國豐街75號,1,第二分局,120.695826,24.158142,錦洲里,108.0
508.0,臺中市北區錦洲里國豐街81號,1,第二分局,120.695865,24.158297,錦洲里,108.0
509.0,臺中市北區錦洲里富強街103號,1,第二分局,120.695614,24.158287,錦洲里,108.0
510.0,臺中市北區錦洲里瑞祥街76號,1,第二分局,120.695334,24.158076,錦洲里,108.0
511.0,臺中市北區錦洲里國瑞街102號,1,第二分局,120.695767,24.157668,錦洲里,108.0
512.0,臺中市北區錦洲里天祥街60號,1,第二分局,120.696329,24.160872,錦洲里,108.0
513.0,臺中市北區錦洲里富強街113號,1,第二分局,120.695082,24.1583,錦洲里,108.0
514.0,臺中市北區建德里國強街119巷1號,1,第二分局," 120.69693",24.160493,建德里,677.0
515.0,臺中市北區錦洲里天祥街80號,1,第二分局,120.69692,24.160799,錦洲里,101.0
516.0,臺中市北區錦洲里梅豐街95號,1,第二分局,120.694976,24.156609,錦洲里,108.0
517.0,臺中市北區錦洲里國豐街137號,1,第二分局,120.69586,24.159979,錦洲里,108.0
518.0,臺中市北區錦洲里梅豐街89號,1,第二分局,120.695336,24.156618,錦洲里,108.0
519.0,臺中市北區建德里國瑞街67號,1,第二分局,120.696678,24.157457,建德里,177.0
520.0,臺中市北區建德里國瑞街65號,1,第二分局,120.696715,24.157468,建德里,177.0
521.0,臺中市北區建德里國瑞街63號,1,第二分局,120.696755,24.157458,建德里,177.0
522.0,臺中市北區建德里國瑞街61號,1,第二分局,120.696895,24.157458,建德里,177.0
523.0,臺中市北區建德里國瑞街57號,1,第二分局,120.696977,24.157458,建德里,177.0
524.0,臺中市北區建德里國瑞街55號,1,第二分局,120.697019,24.157436,建德里,177.0
525.0,臺中市北區建德里國瑞街53號,1,第二分局,120.697059,24.157436,建德里,177.0
526.0,臺中市北區建德里國瑞街51號,1,第二分局,120.697143,24.157458,建德里,177.0
527.0,臺中市北區建德里國瑞街49號,1,第二分局,120.697143,24.157458,建德里,177.0
528.0,臺中市北區建德里國強街81號,1,第二分局,120.697245,24.158491,建德里,100.0
529.0,臺中市北區建德里國豐街74號,1,第二分局,120.696223,24.158114,建德里,150.0
530.0,臺中市北區建德里國瑞街93號,1,第二分局,120.696104,24.157471,建德里,166.0
531.0,臺中市北區建德里國豐街40號,1,第二分局,120.696074,24.157014,建德里,166.0
532.0,臺中市北區樂英里力行路258號,1,第二分局," 120.69108",24.152672,樂英里,1041.0
533.0,臺中市北區樂英里力行路271號,1,第二分局,120.689795,24.152591,樂英里,500.0
534.0,臺中市北區新興里太平路55號,1,第二分局,120.684653,24.147689,新興里,83.0
535.0,臺中市北區新興里太平路19巷5弄1號,1,第二分局,120.684895,24.146829,新興里,116.0
536.0,臺中市北區新興里太平路19巷5弄25號,1,第二分局,120.684352,24.146937,新興里,207.0
537.0,臺中市北區建成里東光八街36號,1,第二分局,120.700985,24.159431,建成里,163.0
538.0,臺中市北區建成里東光八街38號,1,第二分局,120.700937,24.159448,建成里,163.0
539.0,臺中市北區建成里東光八街46號,1,第二分局,120.700827,24.159502,建成里,163.0
540.0,臺中市北區錦祥里進化路639號,1,第二分局," 120.69404",24.161085,錦祥里,98.0
541.0,臺中市北區錦平里太平路62號,2,第二分局,120.682841,24.14871,錦平里,483.0
542.0,臺中市北區建德里福樂街3號,1,第二分局,120.698485,24.158981,建德里,218.0
543.0,臺中市北區建德里福樂街14巷2號,1,第二分局,120.698196,24.159407,建德里,218.0
544.0,臺中市北區錦祥里北屯路26號,1,第二分局,120.692564,24.161518,錦祥里,372.0
545.0,臺中市北區錦祥里梅亭東街35號,1,第二分局,120.693265,24.159531,錦祥里,233.0
546.0,臺中市北區新北里太平路18號,1,第二分局,120.685593,24.147701,新北里,83.0
547.0,臺中市北區新北里育才街3巷3號,1,第二分局," 120.68631",24.148910,新北里,83.0
548.0,臺中市北區新北里雙十路一段117號,1,第二分局," 120.68658",24.148271,新北里,83.0
549.0,臺中市北區新北里尊賢街7號,1、2、3、4,第二分局," 120.68528",24.148916,新北里,11474.0
550.0,臺中市北區錦村里南京東路7號,1,第二分局," 120.69713",24.145433,錦村里,574.0
551.0,臺中市北區錦洲里進化路546號,1,第二分局,120.694631,24.15849,錦洲里,305.0
552.0,臺中市北區金華里進化路381號,2,第二分局,120.694184,24.154899,金華里,567.0
553.0,臺中市北區錦平里育才北路69號,1,第二分局," 120.68402",24.153265,錦平里,1421.0
554.0,臺中市北區建成里東光路398號,2,第二分局,120.699599,24.158449,建成里,764.0
555.0,臺中市北區錦平里三民路三段211號,3,第二分局,120.685513,24.15368,錦平里,1313.0
556.0,臺中市北區金華里雙十路二段101號,2,第二分局,120.689798,24.155806,金華里,984.0
557.0,臺中市北區金華里進德北路146號,1,第二分局,120.692989,24.154368,金華里,163.0
558.0,臺中市北區金華里進德北路136號,1,第二分局,120.693156,24.153986,金華里,240.0
559.0,臺中市北區新北里一中街143號,1,第二分局,120.685652,24.1511,新北里,151.0
560.0,臺中市北區新興里太平路67號,1,第二分局,120.68422,24.147911,新興里,130.0
561.0,臺中市北區金華里興進路205號,1,第二分局,120.692652,24.155372,金華里,1269.0
562.0,臺中市北區金華里太平路65號,1,第二分局,120.684209,24.148034,金華里,211.0
563.0,臺中市北區錦祥里錦祥街23號,1,第二分局,120.692061,24.156706,錦祥里,284.0
564.0,臺中市北區新北里三民路3段132號,1,第二分局," 120.68465",24.150715,新北里,284.0
565.0,臺中市北區錦平里中華路二段112號之1,1,第二分局,120.682124,24.151940,錦平里,215.0
566.0,臺中市北區新北里雙十路二段45巷1號,1,第二分局," 120.68843",24.153351,新北里,244.0
567.0,臺中市北區新北里育才街2號,1,第二分局,120.684368,24.150021,新北里,8856.0
568.0,臺中市北區錦平里三民路三段129號,1,第二分局,120.6814945,24.1496435,錦平里,12183.0
569.0,臺中市北區建成里東光八街7號,1,第二分局,120.70149,24.159047,建成里,136.0
570.0,臺中市北區金華里興進路213號,1,第二分局,120.692103,24.156041,金華里,572.0
571.0,臺中市北區錦祥里育強街78巷6號,1,第二分局,120.69259,24.15831,錦祥里,1311.0
572.0,臺中市北區新興里三民路三段91號,1,第二分局,120.682718,24.147581,新興里,144.0
573.0,臺中市北區錦平里錦平街53號,1,第二分局,120.682897,24.151862,錦平里,200.0
574.0,臺中市北區金華里雙十路二段42號之3,1,第二分局,120.690401,24.156150,金華里,1448.0
575.0,臺中市北區新北里一中街148號之38,1,第二分局,120.687074,24.154072,新北里,3713.0
576.0,臺中市北區新北里錦新街32號,1,第二分局,120.687706,24.153212,新北里,4022.0
577.0,臺中市北區錦洲里進化路428號,1,第二分局,120.694557,24.156628,錦洲里,256.0
578.0,臺中市北區錦洲里進化路508號,1,第二分局,120.694565,24.158204,錦洲里,583.0
579.0,臺中市北區錦平里育才北路71號,1,第二分局,120.683744,24.153258,錦平里,151.0
580.0,臺中市北區錦祥里育隆路8號,1,第二分局,120.69345,24.157886,錦祥里,1987.0
581.0,臺中市北區金華里三民路三段328號,1,第二分局,120.689415,24.157222,金華里,1208.0
