電腦編號,建築物名稱,里別,緯度,經度,避難樓層,容量,轄管分局,備註
ENA08059,名晧企業﹝股﹞公司,樹林里,25.058410,121.118920,B1,156.0,大園分局,
ENA08060,名億實業﹝股﹞公司觀音廠,樹林里,25.058800,121.118900,B1,388.0,大園分局,
ENA08061,芫吉有限公司觀音廠,樹林里,25.060100,121.118430,B1,34.0,大園分局,
ENA08062,僑力化工﹝股﹞公司觀音廠,樹林里,25.056220,121.115950,B4,461.0,大園分局,
ENA08063,遠東先進纖維﹝股﹞有限公司,樹林里,25.061800,121.113220,B1,964.0,大園分局,
ENA08064,先豐通訊﹝股﹞公司,樹林里,25.055450,121.121720,B1,297.0,大園分局,
ENA08065,開元食品,樹林里,25.056630,121.124360,B1,166.0,大園分局,
ENA08066,洋華光電股份有限公司三廠,樹林里,25.057150,121.122470,B1,118.0,大園分局,
ENA08067,台灣巴斯夫﹝股﹞公司觀音廠(德國),樹林里,25.057410,121.123330,B1,593.0,大園分局,
ENA08068,富元精密鍍膜﹝股﹞公司,樹林里,25.057410,121.123330,B1,1943.0,大園分局,
ENA08070,立松化工﹝股﹞公司,樹林里,25.058880,121.126600,B1,21.0,大園分局,
ENA08071,新藝工業﹝股﹞公司,樹林里,25.059170,121.127360,B1,160.0,大園分局,
ENA08072,宏維紙業﹝股﹞公司桃園廠,樹林里,25.058440,121.125520,B1,123.0,大園分局,
ENA08073,台灣亞旭科技﹝股﹞公司觀音廠,樹林里,25.058420,121.125980,B1,101.0,大園分局,
ENA08074,翔協企業﹝股﹞公司觀音廠,樹林里,25.061980,121.128370,B1,577.0,大園分局,
ENA08077,台光電子材料﹝股﹞公司二廠,樹林里,25.055340,121.116660,B1,190.0,大園分局,
ENA08078,錦源鑄造工業﹝股﹞公司觀音廠,樹林里,25.057830,121.120240,B1,282.0,大園分局,
ENA08079,信盈文具事業﹝股﹞公司觀音廠,樹林里,25.057370,121.122080,B1,277.0,大園分局,
ENA08080,啟翔輕金屬科技﹝股﹞公司,樹林里,25.067500,121.126350,B1,5053.0,大園分局,
ENA08081,華城電機﹝股﹞公司第二廠,樹林里,25.058890,121.124130,B1,371.0,大園分局,
ENA08083,盛聚塑膠﹝股﹞公司觀音廠,樹林里,25.060050,121.125370,B1,363.0,大園分局,
ENA08084,德淵企業股份有限公司觀音廠　　,樹林里,25.059460,121.125060,B1,84.0,大園分局,
ENA08085,弘煜機械有限公司觀音廠,樹林里,25.060290,121.125380,B1,1068.0,大園分局,
ENA08086,巨澤工業有限公司,樹林里,25.060330,121.125850,B1,72.0,大園分局,
ENA08087,合江工業廠﹝股﹞公司觀音廠,樹林里,25.057660,121.117990,B1,426.0,大園分局,
ENA08088,利津實業有限公司,樹林里,25.060730,121.124470,B1,96.0,大園分局,
ENA08089,緯虹精密(股)公司,樹林里,25.061220,121.124370,B1,115.0,大園分局,
ENA08090,瑞太福科技股份有限公司,樹林里,25.061790,121.124780,B1,74.0,大園分局,
ENA08091,辛奇實業股份有限公司觀音廠,樹林里,25.059990,121.124110,B1,61.0,大園分局,
ENA08092,盛聚塑膠﹝股﹞公司觀音廠,樹林里,25.061310,121.125130,B1,60.0,大園分局,
ENA08093,東旭成企業﹝股﹞公司,樹林里,25.060500,121.125120,B1,178.0,大園分局,
ENA08094,吉盈橡膠(股)公司,樹林里,25.061370,121.125320,B1,487.0,大園分局,
ENA08095,安進捲門﹝股﹞公司,樹林里,25.062110,121.126080,B1,244.0,大園分局,
ENA08096,信綸工業﹝股﹞公司觀音廠,樹林里,25.059430,121.116140,B1,27.0,大園分局,
ENA08097,亞宙鍛造﹝股﹞公司,樹林里,25.059630,121.116460,B1,61.0,大園分局,
ENA08098,公源藥品﹝股﹞公司觀音廠,樹林里,25.059630,121.117840,B1,403.0,大園分局,
ENA08099,群益膠帶﹝股﹞公司桃園廠,樹林里,25.059620,121.118060,B1,81.0,大園分局,
ENA08100,碁富食品﹝股﹞公司觀音廠,樹林里,25.059890,121.118460,B1,481.0,大園分局,
ENA08101,優立實業﹝股﹞公司觀音廠　　,樹林里,25.061760,121.123660,B1,25.0,大園分局,
ENA08103,台劦企業﹝股﹞公司,樹林里,25.062730,121.125060,B1,86.0,大園分局,
ENA08104,旌弘電線電纜﹝股﹞公司觀音廠,樹林里,25.063000,121.125300,B1,38.0,大園分局,
ENA08105,虹光化學工業﹝股﹞公司,樹林里,25.063420,121.125790,B1,496.0,大園分局,
ENA08106,薇薾登﹝股﹞公司觀音廠,樹林里,25.061850,121.123080,B1,63.0,大園分局,
ENA08107,金匯科技﹝股﹞公司,樹林里,25.062160,121.123760,B1,112.0,大園分局,
ENA08108,台灣日鑛金屬﹝股﹞公司觀音廠,樹林里,25.062160,121.123760,B1,15.0,大園分局,
ENA08109,亞東石化﹝股﹞公司,樹林里,25.064070,121.126220,B1,438.0,大園分局,
ENA08110,台灣玻璃工業﹝股﹞公司桃園廠,樹林里,25.059900,121.114480,B1,466.0,大園分局,
ENA08111,山靈企業﹝股﹞公司,樹林里,25.059510,121.114420,B1,466.0,大園分局,
ENA08112,昀辰企業有限公司,樹林里,25.059780,121.115520,B1,85.0,大園分局,
ENA08113,台宗企業有限公司,樹林里,25.060470,121.116420,B1,51.0,大園分局,
ENA08114,極品化學科技﹝股﹞公司,樹林里,25.060080,121.117080,B1,218.0,大園分局,
ENA08115,"合機電線電纜﹝股﹞公司一廠 ",樹林里,25.060790,121.117130,B1,36.0,大園分局,
ENA08116,歐美柴油機械﹝股﹞公司觀音廠,樹林里,25.061170,121.118090,B1,86.0,大園分局,
ENA08117,合機電線電纜﹝股﹞公司二廠,樹林里,25.061400,121.118590,B1,77.0,大園分局,
ENA08118,台灣中華化學工業﹝股﹞公司,樹林里,25.062470,121.121160,B1,164.0,大園分局,
ENA08119,"合機電線電纜﹝股﹞公司三廠 ",樹林里,25.061910,121.122310,B1,6677.0,大園分局,
ENA08120,遠東新世紀股份有限公司觀音廠,樹林里,25.062870,121.116650,B1,845.0,大園分局,
ENA08121,聖諄實業﹝股﹞公司,樹林里,25.067380,121.124710,B1,37.0,大園分局,
ENA08123,永冠鑄造工廠﹝股﹞公司觀音廠,草漯里,25.049540,121.137040,B1,78.0,大園分局,
ENA08124,集盛實業﹝股﹞公司第三廠,草漯里,25.049170,121.136300,B1,4045.0,大園分局,
ENA08125,麗清科技﹝股﹞公司成功廠,草漯里,25.053970,121.126380,B1,758.0,大園分局,
ENA08126,台界化學工業﹝股﹞公司觀音,草漯里,25.055320,121.126650,B1,278.0,大園分局,
ENA08127,中德開發科技﹝股﹞有限公司,樹林里,25.056080,121.125300,B1,56.0,大園分局,
ENA08128,集盛實業﹝股﹞公司觀音廠,樹林里,25.055110,121.124380,B1,997.0,大園分局,
ENA08131,加龍鋼業﹝股﹞公司觀音廠,樹林里,25.050210,121.116250,B1,56.0,大園分局,
ENA08133,台灣德聯高科﹝股﹞公司桃園,樹林里,25.049110,121.114720,B1,622.0,大園分局,
ENA08134,臺鍍科技﹝股﹞公司,富林里,25.055600,121.103370,B1,497.0,大園分局,
ENA08135,錦源鑄造工業﹝股﹞公司,富林里,25.045080,121.110780,B1,210.0,大園分局,
ENA08136,錦源鑄造工業﹝股﹞公司,富林里,25.052930,121.116860,B1,154.0,大園分局,
ENA08138,祥發金屬工業﹝股﹞公司觀音廠,富林里,25.052460,121.115640,B1,380.0,大園分局,
ENA08139,台灣永光化學﹝股﹞公司第三廠,富林里,25.058950,121.113700,B1,637.0,大園分局,
ENA08141,瑞智精密﹝股﹞公司,富林里,25.056760,121.104350,B1,977.0,大園分局,
ENA08142,國紡企業﹝股﹞公司桃園觀音廠,富林里,25.047820,121.116140,B1,78.0,大園分局,
ENA08143,立弘生化科技﹝股﹞公司觀音廠,富林里,25.052760,121.106430,B1,1794.0,大園分局,
ENA08144,觀音環境資源科技﹝股﹞公司觀音廠,富林里,25.042450,121.105800,B1,613.0,大園分局,
ENA08145,伸泰國際﹝股﹞公司,富林里,25.047820,121.116140,B1,56.0,大園分局,
ENA08146,全聯觀音物流園區,富林里,25.047090,121.111860,B1,1556.0,大園分局,
ENA08147,紘瑋科技﹝股﹞公司觀音廠,富林里,25.045340,121.109350,B1,438.0,大園分局,
ENA08148,昆言企業﹝股﹞公司,富林里,25.053240,121.105650,B1,2416.0,大園分局,
ENA08149,利芃國際﹝股﹞公司,富林里,25.059190,121.111500,B1,1159.0,大園分局,
ENA08151,新光鋼鐵﹝股﹞公司觀音廠,富林里,25.049950,121.108450,B1,78.0,大園分局,
ENA08152,信東生技﹝股﹞公司觀音廠,富林里,25.052930,121.116860,B1,605.0,大園分局,
ENA08153,宏泰電工﹝股﹞公司觀音廠,富林里,25.053990,121.116450,B1,1052.0,大園分局,
ENA08154,臺唐工業﹝股﹞公司,富林里,25.033270,121.122310,B1,284.0,大園分局,
ENA08155,越峯電子材料﹝股﹞公司,富林里,25.058950,121.113700,B1,222.0,大園分局,
ENA08156,普森環保科技股份有限公司(資禾興業),富林里,25.057320,121.112120,B1,181.0,大園分局,
ENA08157,水美工程企業﹝股﹞公司觀音廠,富林里,25.058720,121.113890,B1,780.0,大園分局,
ENA08158,揚堡實業有限公司觀音廠,富林里,25.058030,121.106100,B1,44.0,大園分局,
ENA08159,瑞大鴻科技材料公司,富林里,25.036820,121.134810,B1,198.0,大園分局,
ENA08160,耀鼎資源循環﹝股﹞公司,富林里,25.059620,121.108130,B1,60.0,大園分局,
ENA08161,日楠企業有限公司觀音廠,富林里,25.059580,121.105770,B1,118.0,大園分局,
ENA08163,長台企業有限公司,富林里,25.058030,121.106100,B1,97.0,大園分局,
ENA08164,郭秀光,富林里,25.031190,121.122290,B1,80.0,大園分局,
ENA08166,台益化學公司,保障里,25.047180,121.142980,B1,57.0,大園分局,
ENA08168,福興建設有限公司,草新里,25.037270,121.142640,B1,947.0,大園分局,
ENA08169,鴻泰環保科技股份有限公司,草漯里,25.049170,121.136300,B1,614.0,大園分局,
ENA08170,榮冠食品工廠股份有限公司,草漯里,25.045970,121.141310,B1,56.0,大園分局,
ENA08171,臺灣氫達股份有限公司,樹林里,25.067490,121.126350,B1,1556.0,大園分局,
ENA08172,思特材料股份有限公司,樹林里,25.066450,121.126410,B1,438.0,大園分局,
ENA08173,亞東石化股份有限公司,富林里,25.043620,121.107020,B1,2416.0,大園分局,
ENA08174,潤泰全球﹝股﹞公司觀音廠,樹林里,25.059680,121.127010,B1,1158.0,大園分局,
ENA08175,世紀鋼鐵結構﹝股﹞公司一廠,樹林里,25.057540,121.121410,B1,43.0,大園分局,
ENA08176,百泰陶藝廠﹝股﹞公司觀音廠,樹林里,25.061150,121.124890,B1,125.0,大園分局,
ENA08179,惠盛實業有限公司,樹林里,25.061960,121.123870,B1,284.0,大園分局,
ENA08181,遠東新世紀觀音印染廠,富林里,25.058720,121.113890,B1,181.0,大園分局,
ENA08183,達紡﹝股﹞公司觀音廠,草漯里,25.049540,121.135540,B1,44.0,大園分局,
ENA08187,華裕興實業,樹林里,25.059798,121.108130,B1,284.0,大園分局,
ENA08188,台光電子材料股份有限公司三廠,草漯里,25.050470,121.129020,B1,118.0,大園分局,
ENA08191,東和鋼鐵企業股份有限公司,保障里,25.069480,121.139490,B1,3395.0,大園分局,
ENA08192,"福興建設有限公司 ",草新里,25.047180,121.142980,B1,1018.0,大園分局,
ENA08193,福興建設有限公司,樹林里,25.050970,121.117890,B1,624.0,大園分局,
ENA08194,長運建設股份有限公司,富林里,25.047800,121.112780,B1,381.0,大園分局,
ENA08195,協益電子股份有限公司,樹林里,25.057370,121.125010,B1,623.0,大園分局,
ENA08196,新光鋼鐵股份有限公司,富林里,25.041250,121.112420,B1,34383.0,大園分局,
ENA08199,台億建築經理股份有限公司(東方京品社區),草漯里,25.046390,121.135480,B1,1505.0,大園分局,
ENA08200,新光合成纖維股份有限公司,樹林里,25.062390,121.111800,B1,38.0,大園分局,
ENA08201,心築建築經理有限公司,草漯里,25.043380,121.137460,B2,591.0,大園分局,
ENA08202,台普工業股份有限公司,草漯里,25.058320,121.128780,B1,390.0,大園分局,
ENA08203,世錩建設股份有限公司柳皓瀚(巴黎時尚社區),草漯里,25.045130,121.136360,B1,2573.0,大園分局,
ENA08204,宏泰電工﹝股﹞公司,樹林里,25.053990,121.116450,B1,953.0,大園分局,
ENA08205,華園建設股份有限公司,草新里,25.039570,121.143890,B1,2316.0,大園分局,
ENA08206,福興建設有限公司,草新里,25.037270,121.142640,B1,1055.0,大園分局,
ENA08208,勤本建設股份有限公司,草漯里,25.047180,121.142980,B1,1018.0,大園分局,
ENA08209,傳佳建設股份有限公司,草漯里,25.058320,121.128780,B2,2016.0,大園分局,
ENA08210,福網建設股份有限公司,草新里,25.041290,121.136930,B1,882.0,大園分局,
ENA08211,合展建設股份有限公司,草新里,25.042480,121.136570,B2,1493.0,大園分局,
ENA08212,聯承巨曜建設股份有限公司,草漯里,25.043300,121.136230,B2,740.0,大園分局,
ENA08213,迦得建設有限公司,草新里,25.041510,121.135850,B1,519.0,大園分局,
ENA08214,臺億建築經理股份有限公司負責人:紀玉枝,草漯里,25.034390,121.099300,B2,838.0,大園分局,
ENA08215,全殷建設股份有限公司負責人:林宏隆,樹林里,25.051845,121.123975,B1,770.0,大園分局,
ENA08220,苙閎建設有限公司，負責人：詹政憲,草漯里,25.047911,121.137200,B2,708.0,大園分局,
ENA08221,臺億建築經理股份有限公司負責人：紀玉枝,草漯里,25.046658,121.137700,B2,614.0,大園分局,
ENA08222,鴻灃建設股份有限公司負責人：胡志鵬,草漯里,25.038594,121.135830,B3,1257.0,大園分局,
ENA08223,誠聚建設股份有限公司負責人:陳清松,草新里,25.042570,121.136560,B2,1857.0,大園分局,
ENA08224,桃園市觀音區公所區長：劉草典,草漯里,25.044939,121.135100,B2,1225.0,大園分局,
ENA08225,寶國建築經理股份有限公司負責人：陳正林,保障里,25.022314,121.289948,B1,606.0,大園分局,
ENA08226,元貞建設股份有限公司負責人:梁淑貞,草漯里,25.053532,121.137824,B1,785.0,大園分局,
ENA08227,天盛開發有限公司負責人：鍾珮真,草漯里,25.045544,121.135279,B2,1441.0,大園分局,
ENA08228,世錩建設股份有限公司負責人:柳皓瀚,草漯里,25.049011,121.137751,B1,299.0,大園分局,
ENA08229,美璞建設有限公司負責人:傅喬安,草新里,25.039452,121.141300,B2,636.0,大園分局,
